Sender ID,Date,Message
-1001878765214,2025-03-04 12:05:57+00:00,AA JAO GUYS 🧨💸💸
-1001878765214,2025-03-04 12:05:52+00:00,"Guys i am live now

https://www.youtube.com/live/3H-LBa0pGpc?si=whZu4AnJe-x0GCPc


Exness 🟨 
Get Less Spread Upto 0.16 = https://one.exnesstrack.net/a/0t1gol1gpe


Join now 🤩🤩🤩👆👆👆"
-1001878765214,2025-03-04 07:36:25+00:00,AA JAO GUYS 🧨💸💸
-1001878765214,2025-03-04 07:36:04+00:00,"Guys i am live now

https://www.youtube.com/live/Qy891LiMbAo?si=VSERbbTQ8H_0jlvg


Exness 🟨 
Get Less Spread Upto 0.16 = https://one.exnesstrack.net/a/0t1gol1gpe


Join now 🤩🤩🤩👆👆👆"
-1001878765214,2025-03-04 05:31:40+00:00,Guys 12 Baje karte hain live
-1001878765214,2025-03-04 04:32:51+00:00,GOOD MORNING GUYS 🧨💸💸
-1001878765214,2025-03-03 13:26:51+00:00,
-1001878765214,2025-03-03 13:26:51+00:00,guys how many of you entered at re - test?
-1001878765214,2025-03-03 13:08:05+00:00,"GIREGA MEANS 100% GIREGA

💀"
-1001878765214,2025-03-03 11:37:06+00:00,AA JAO GUYS 🧨💸💸
-1001878765214,2025-03-03 11:37:02+00:00,"Guys i am live now

https://www.youtube.com/live/NhxVbQb3jk4?si=i-e8yg-2LxElhyKF


Exness 🟨 
Get Less Spread Upto 0.16 = https://one.exnesstrack.net/a/0t1gol1gpe


Join now 🤩🤩🤩👆👆👆"
-1001878765214,2025-03-03 10:43:57+00:00,GUYS GOLD NEAR TO LEVEL
-1001878765214,2025-03-03 06:16:37+00:00,GUYS AAJ NYC SESSION ME MILENGE 💵
-1001878765214,2025-03-03 04:33:53+00:00,"TRADE WITH COFFEE ☕️


SELL - $2,875-$2,880

Confirmation - Look for a bearish engulfing candle or rejection wick.🧨💸💸"
-1001878765214,2025-03-03 02:51:50+00:00,"GOOD MORNING GUYS ❤️‍🔥❤️‍🔥

I HOPE THIS WEEK  ALSO BECOME PROFITABLE  🧨💸💸"
-1001878765214,2025-02-28 13:55:55+00:00,"100 PIPS🤑🤑

A day keeps 9 to 5 job away🎃"
-1001878765214,2025-02-28 12:04:27+00:00,"AA JAO GUYS 🧨💸💸

Let's end the week 🤑🤑"
-1001878765214,2025-02-28 12:04:14+00:00,"Guys i am live now

https://www.youtube.com/live/5a0r09HihYY?si=xsxSL6zTMmDGBpPM


Exness 🟨 
Get Less Spread Upto 0.16 = https://one.exnesstrack.net/a/0t1gol1gpe


Join now 🤩🤩🤩👆👆👆"
-1001878765214,2025-02-28 06:05:22+00:00,AA JAO GUYS 🧨💸💸
-1001878765214,2025-02-28 06:05:14+00:00,"Guys i am live now

https://www.youtube.com/live/3vl09viZ6XQ?si=J5NXpWzfvrhso9f-


Exness 🟨 
Get Less Spread Upto 0.16 = https://one.exnesstrack.net/a/0t1gol1gpe


Join now 🤩🤩🤩👆👆👆"
-1001878765214,2025-02-28 05:19:02+00:00,"TRADE WITH COFFEE ☕️

GOLD - $2,850

Look for a bullish engulfing candle or long rejection wick.🧨💸💸"
-1001878765214,2025-02-28 03:01:59+00:00,GOOD MORNING GUYS 🧨💸💸
-1001878765214,2025-02-27 15:26:07+00:00,🚀 Lauch  🤑🤑
-1001878765214,2025-02-27 15:24:46+00:00,"11 PIPS 🤑🤑

Make it Risk free"
-1001878765214,2025-02-27 15:19:28+00:00,Euro usd on level
-1001878765214,2025-02-27 14:16:18+00:00,"CLOSING WITH

 143 PIPS🤑🤑

MILTE HAIN KAL"
-1001878765214,2025-02-27 14:15:28+00:00,"EUR USD 

BUY -  Look for a bullish engulfing candle or long rejection wick.🧨💸💸"
-1001878765214,2025-02-27 12:28:02+00:00,AA JAO GUYS 🧨💸💸
-1001878765214,2025-02-27 12:27:59+00:00,"Guys i am live now


https://www.youtube.com/live/Lj6ZHLeVJ7M?si=fVUZQGGxSChuu7Jt

Exness 🟨 
Get Less Spread Upto 0.16 = https://one.exnesstrack.net/a/0t1gol1gpe


Join now 🤩🤩🤩👆👆👆"
-1001878765214,2025-02-27 11:22:19+00:00,150 PIPS🤑🤑
-1001878765214,2025-02-27 06:58:16+00:00,AA JAO GUYS 🧨💸💸
-1001878765214,2025-02-27 06:58:10+00:00,"Guys i am live now

https://www.youtube.com/live/VM4uxP5byhc?si=K6obct0V2Gkn3sXr


Exness 🟨 
Get Less Spread Upto 0.16 = https://one.exnesstrack.net/a/0t1gol1gpe


Join now 🤩🤩🤩👆👆👆"
-1001878765214,2025-02-27 06:04:08+00:00,"GOLD

BUY - $2,880

 Look for a bullish engulfing candle or strong rejection wick.🧨💸💸"
-1001878765214,2025-02-27 04:34:24+00:00,GOOD MORNING GUYS 🧨💸💸
-1001878765214,2025-02-26 12:13:55+00:00,AA JAO GUYS 🧨💸💸
-1001878765214,2025-02-26 12:13:50+00:00,"Guys i am live now

https://www.youtube.com/live/iOJL48P2dxo?si=ozrENa6nLKb7_ycT


Exness 🟨 
Get Less Spread Upto 0.16 = https://one.exnesstrack.net/a/0t1gol1gpe


Join now 🤩🤩🤩👆👆👆"
-1001878765214,2025-02-26 06:04:23+00:00,AA JAO GUYS 🧨💸💸
-1001878765214,2025-02-26 06:04:15+00:00,"Guys i am live now


https://www.youtube.com/live/Q83lRxuMG9E?si=mE0xnDkjbdlmMXyH

Exness 🟨 
Get Less Spread Upto 0.16 = https://one.exnesstrack.net/a/0t1gol1gpe


Join now 🤩🤩🤩👆👆👆"
-1001878765214,2025-02-26 05:36:21+00:00,72 pips🤑🤑
-1001878765214,2025-02-26 05:07:57+00:00,34 pips🤑🤑
-1001878765214,2025-02-26 04:56:26+00:00,"20 pips🤑🤑

make it risk free 🎃

and hold"
-1001878765214,2025-02-26 04:38:25+00:00,"Gold price on our level, waiting for confirmation"
-1001878765214,2025-02-26 04:24:00+00:00,"TRADE WITH COFFEE☕️

WAIT FOR RE-TEST

Confirmation - Bullish engulfing candle with significantly high volume.🧨💸💸"
-1001878765214,2025-02-26 03:03:35+00:00,GOOD MORNING GUYS 🧨💸💸
-1001878765214,2025-02-25 12:18:51+00:00,AA JAO GUYS 🧨💸💸
-1001878765214,2025-02-25 12:18:46+00:00,"Guys i am live now

https://www.youtube.com/live/w2X3zsp8Gvk?si=Xl0Y9yRxw0fe1w3g


Exness 🟨 
Get Less Spread Upto 0.16 = https://one.exnesstrack.net/a/0t1gol1gpe


Join now 🤩🤩🤩👆👆👆"
-1001878765214,2025-02-25 05:53:27+00:00,AA JAO GUYS 🧨💸💸
-1001878765214,2025-02-25 05:53:23+00:00,"Guys i am live now


https://www.youtube.com/live/8rGhNzyK-2M?si=QPMTSTM8T8p9UiB2

Exness 🟨 
Get Less Spread Upto 0.16 = https://one.exnesstrack.net/a/0t1gol1gpe


Join now 🤩🤩🤩👆👆👆"
-1001878765214,2025-02-25 05:07:07+00:00,GOOD MORNING GUYS 🧨💸💸
-1001878765214,2025-02-24 14:20:42+00:00,"Guys, I really enjoyed today's Stream and closing with

 269 pips🤑🤑"
-1001878765214,2025-02-24 12:03:19+00:00,AA JAO GUYS 🧨💸💸
-1001878765214,2025-02-24 12:03:10+00:00,"Guys i am live now

https://www.youtube.com/live/TxJpzdp1zj0?si=jmPhDOEI4IjLwkbo


Exness 🟨 
Get Less Spread Upto 0.16 = https://one.exnesstrack.net/a/0t1gol1gpe


Join now 🤩🤩🤩👆👆👆"
-1001878765214,2025-02-24 10:51:18+00:00,120 PIPS🤑🤑
-1001878765214,2025-02-24 10:31:00+00:00,59 PIPS🤑🤑
-1001878765214,2025-02-24 09:57:09+00:00,42 PIPS 🤑🤑
-1001878765214,2025-02-24 05:43:53+00:00,AA JAO GUYS 🧨💸💸
-1001878765214,2025-02-24 05:43:48+00:00,"Guys i am live now

https://www.youtube.com/live/lE3uiy5ixVM?si=0iMSGwwIthfEbTpf


Exness 🟨 
Get Less Spread Upto 0.16 = https://one.exnesstrack.net/a/0t1gol1gpe


Join now 🤩🤩🤩👆👆👆"
-1001878765214,2025-02-24 03:40:22+00:00,"TRADE WITH COFFEE☕️

**GOLD**

SELL - 2945 - 2947

LOOK FOR Bearish rejection OR 
Low volume on retracement up.🧨💸💸"
-1001878765214,2025-02-24 03:18:10+00:00,"GOOD MORNING GUYS ❤️‍🔥❤️‍🔥

I HOPE THIS WEEK  ALSO BECOME PROFITABLE  🧨💸💸"
-1001878765214,2025-02-23 16:23:32+00:00,Guys Milte Hain kal 💵💵
-1001878765214,2025-02-23 04:57:11+00:00,"GOOD MORNING GUYS 🧨💸💸

Have a GOOD weekend  🏏🏏 🇮🇳"
-1001878765214,2025-02-22 03:04:52+00:00,GOOD MORNING GUYS 🧨💸💸
-1001878765214,2025-02-21 15:44:21+00:00,"TARGET DONE

160 PIPS🤑🤑"
-1001878765214,2025-02-21 14:42:28+00:00,BOOK 70 %
-1001878765214,2025-02-21 14:42:13+00:00,96 PIPS🤑🤑
-1001878765214,2025-02-21 14:31:10+00:00,"54 PIPS🤑🤑

GAYA PATAL ME"
-1001878765214,2025-02-21 14:25:08+00:00,"BTC 

33 PIPS🤑🤑

RISK FRE KARDO

AUR KOI BOL RHA THA BUYING ME KYU NAHI DEKH RAHE 😂"
-1001878765214,2025-02-21 14:15:51+00:00,
-1001878765214,2025-02-21 14:15:51+00:00,"**316 PIPS** 🤑🤑

DONE FOR THE DAY"
-1001878765214,2025-02-21 12:19:19+00:00,AA JAO GUYS 🧨💸💸
-1001878765214,2025-02-21 12:19:16+00:00,"Guys i am live now

https://www.youtube.com/live/aajBfXFv9ic?si=2bIYHGrZxT1941Gj


Exness 🟨 
Get Less Spread Upto 0.16 = https://one.exnesstrack.net/a/0t1gol1gpe


Join now 🤩🤩🤩👆👆👆"
-1001878765214,2025-02-21 11:19:38+00:00,GUYS BOOK 80 %
-1001878765214,2025-02-21 11:15:13+00:00,"140 PIPS🤑🤑

NEAR TOO TARGET"
-1001878765214,2025-02-21 10:03:46+00:00,"107 PIPS🤑🤑

TAKE A LOOK FOR TARGET🤝"
-1001878765214,2025-02-21 09:46:16+00:00,90 PIPS🤑🤑
-1001878765214,2025-02-21 09:03:48+00:00,GOLD 68 PIPS🤑🤑
-1001878765214,2025-02-21 08:45:20+00:00,HOLD KARTE HAIN 🤑🤑
-1001878765214,2025-02-21 05:56:30+00:00,AA JAO GUYS 🧨💸💸
-1001878765214,2025-02-21 05:56:25+00:00,"Guys i am live now

https://www.youtube.com/live/i7GVD3Sxdhw?si=MEhfWUbmTU0l3Y_U


Exness 🟨 
Get Less Spread Upto 0.16 = https://one.exnesstrack.net/a/0t1gol1gpe


Join now 🤩🤩🤩👆👆👆"
-1001878765214,2025-02-21 03:56:28+00:00,GOOD MORNING GUYS 🧨💸💸
-1001878765214,2025-02-20 14:55:15+00:00,"68 PIPS 🤑🤑


Make it Risk free


Maja aaya ?"
-1001878765214,2025-02-20 12:34:47+00:00,AA JAO GUYS 🧨💸💸
-1001878765214,2025-02-20 12:34:39+00:00,"Guys i am live now

https://www.youtube.com/live/iYfLkSjMKjM?si=4ranu-jAEeWiIS9x


Exness 🟨 
Get Less Spread Upto 0.16 = https://one.exnesstrack.net/a/0t1gol1gpe


Join now 🤩🤩🤩👆👆👆"
-1001878765214,2025-02-20 06:14:25+00:00,"Guys , I'm feeling sick. 🤒  See you at the NYC session!"
-1001878765214,2025-02-20 05:03:01+00:00,GOOD MORNING GUYS 🧨💸💸
-1001878765214,2025-02-19 14:16:33+00:00,ise bolte hain DDP🎃
-1001878765214,2025-02-19 12:10:19+00:00,AA JAO GUYS 🧨💸💸
-1001878765214,2025-02-19 12:10:15+00:00,"Guys i am live now

https://www.youtube.com/live/yOtUJCQiWrs?si=U_YDwjY2eH6n412V


Exness 🟨 
Get Less Spread Upto 0.16 = https://one.exnesstrack.net/a/0t1gol1gpe


Join now 🤩🤩🤩👆👆👆"
-1001878765214,2025-02-19 11:53:46+00:00,"GUYS. LIKE THOKO 👍

JISNE BHI KAL PROFIT KIA.🤑

 TAB TAK LIVES START KARTA HOON 

https://youtube.com/shorts/sbKZvOkKJQE?si=K01fyiJWOHRIoJFI"
-1001878765214,2025-02-19 08:38:27+00:00,"15 PIPS🤑🤑

MAKE IT RISK FREE🤑🤑"
-1001878765214,2025-02-19 08:31:39+00:00,US OIL OUT WITH 18 PIPS💀
-1001878765214,2025-02-19 08:09:13+00:00,"**US OIL **

AA RAHA HAIN NICHE 🤑"
-1001878765214,2025-02-19 08:07:46+00:00,GOLD ON RE-TEST.🧨💸💸
-1001878765214,2025-02-19 05:57:33+00:00,AA JAO GUYS 🧨💸💸
-1001878765214,2025-02-19 05:57:28+00:00,"Guys i am live now

https://www.youtube.com/live/cDqs2lRTd2A?si=HkHppJW3hE3Sz7wf


Exness 🟨 
Get Less Spread Upto 0.16 = https://one.exnesstrack.net/a/0t1gol1gpe


Join now 🤩🤩🤩👆👆👆"
-1001878765214,2025-02-19 04:34:47+00:00,GOOD MORNING GUYS 🧨💸💸
-1001878765214,2025-02-18 15:56:38+00:00,LIMIT PRICE LAGAYA THA 34 PIPS RUNNING 🤑🤑
-1001878765214,2025-02-18 15:38:37+00:00,JISNE MISS KIA 2 MIN SILENCE FOR them🎃
-1001878765214,2025-02-18 12:41:38+00:00,AA JAO GUYS 🧨💸💸
-1001878765214,2025-02-18 12:41:34+00:00,"Guys i am live now


https://www.youtube.com/live/mKbSGWVOaJY?si=mp26jN6iI474PPbn

Exness 🟨 
Get Less Spread Upto 0.16 = https://one.exnesstrack.net/a/0t1gol1gpe


Join now 🤩🤩🤩👆👆👆"
-1001878765214,2025-02-18 06:06:34+00:00,AA JAO GUYS 🧨💸💸
-1001878765214,2025-02-18 06:06:29+00:00,"Guys i am live now


https://www.youtube.com/live/j2UEhH2iqOk?si=IV2S8Ym4Qqi_4Mrc

Exness 🟨 
Get Less Spread Upto 0.16 = https://one.exnesstrack.net/a/0t1gol1gpe


Join now 🤩🤩🤩👆👆👆"
-1001878765214,2025-02-18 04:25:28+00:00,GOOD MORNING GUYS 🧨💸💸
-1001878765214,2025-02-17 13:02:51+00:00,AA JAO GUYS 🧨💸💸
-1001878765214,2025-02-17 13:02:47+00:00,"Guys i am live now


https://www.youtube.com/live/kM0soFONcGE?si=rT_2pAj4SAKUR1N9

Exness 🟨 
Get Less Spread Upto 0.16 = https://one.exnesstrack.net/a/0t1gol1gpe


Join now 🤩🤩🤩👆👆👆"
-1001878765214,2025-02-17 12:44:24+00:00,"Full traffic 😑 

Pohochtehi stream start karenge"
-1001878765214,2025-02-17 08:16:20+00:00,US OIL BOOK GUYS
-1001878765214,2025-02-17 08:08:32+00:00,"YE FATA 💥

MAJA AYA KI NAHI **US OIL** ME GUYS 🤑"
-1001878765214,2025-02-17 05:50:12+00:00,AA JAO GUYS 🧨💸💸
-1001878765214,2025-02-17 05:50:06+00:00,"Guys i am live now

https://www.youtube.com/live/yiGHwVXxGG0?si=BVeozNCFw12Yo-UW


Exness 🟨 
Get Less Spread Upto 0.16 = https://one.exnesstrack.net/a/0t1gol1gpe


Join now 🤩🤩🤩👆👆👆"
-1001878765214,2025-02-17 04:12:53+00:00,"GOOD MORNING GUYS ❤️‍🔥❤️‍🔥

I HOPE THIS WEEK  ALSO BECOME PROFITABLE  🧨💸💸"
-1001878765214,2025-02-15 14:51:09+00:00,"GUYS VOLUME BILKUL NAHI HE BTC ME 🌚


TIME PASS HOGA BAS LIVE ME 

TO CHILL KARO FILHAL 🍺"
-1001878765214,2025-02-15 05:38:04+00:00,GOOD MORNING GUYS 🧨💸💸
-1001878765214,2025-02-14 12:43:04+00:00,AA JAO GUYS 🧨💸💸
-1001878765214,2025-02-14 12:43:00+00:00,"Guys i am live now

https://www.youtube.com/live/ty7xruMVrZc?si=PGjUthCCJM7Y0oHp


Exness 🟨 
Get Less Spread Upto 0.16 = https://one.exnesstrack.net/a/0t1gol1gpe


Join now 🤩🤩🤩👆👆👆"
-1001878765214,2025-02-14 05:46:56+00:00,AA JAO GUYS 🧨💸💸
-1001878765214,2025-02-14 05:46:44+00:00,"Guys i am live now

https://www.youtube.com/live/OyE5ERohay4?si=NRfCMHEoAo8jSznI


Exness 🟨 
Get Less Spread Upto 0.16 = https://one.exnesstrack.net/a/0t1gol1gpe


Join now 🤩🤩🤩👆👆👆"
-1001878765214,2025-02-14 05:44:55+00:00,"**GOLD **

SELL - $2,932 - $2,935

Confirmation - Weak bullish candle formation near $2,932 with high volume.Bearish engulfing candle with volume spike.


BUY - $2,905 - $2,910


Confirmation - Bullish wick rejection with higher volume near $2,905.

**BUY TRADE ON PULL BACK**.🧨💸💸"
-1001878765214,2025-02-14 04:25:59+00:00,GOOD MORNING GUYS 🧨💸💸
-1001878765214,2025-02-13 16:44:29+00:00,AA JAO GUYS 🧨💸💸
-1001878765214,2025-02-13 16:44:22+00:00,"Guys i am live now


https://www.youtube.com/live/10J1Gdu1xBA?si=5Ri2gnsB58wJg0Ye

Exness 🟨 
Get Less Spread Upto 0.16 = https://one.exnesstrack.net/a/0t1gol1gpe


Join now 🤩🤩🤩👆👆👆"
-1001878765214,2025-02-13 15:02:12+00:00,"US OIL TP HIT 

72 PIPS🤑🤑

IN THE POCKET 

JINKA CTC GYA UNKE LIYE 2 MIN SELENCE😂"
-1001878765214,2025-02-13 15:00:31+00:00,US OIL BOOK 100%
-1001878765214,2025-02-13 13:51:03+00:00,
-1001878765214,2025-02-13 12:40:00+00:00,AA JAO GUYS 🧨💸💸
-1001878765214,2025-02-13 12:39:56+00:00,"Guys i am live now

https://www.youtube.com/live/rh41fX0rzRI?si=zy4Xyu9-mPayQYfi


Exness 🟨 
Get Less Spread Upto 0.16 = https://one.exnesstrack.net/a/0t1gol1gpe


Join now 🤩🤩🤩👆👆👆"
-1001878765214,2025-02-13 12:03:24+00:00,"BTC

100 PIPS 🤑🤑

Keep HOLDING"
-1001878765214,2025-02-13 09:52:50+00:00,"This is the OFFICIAL APK LINK. For ANDROID 

https://exness.onelink.me/ktkL/7f4ntt8n?pid=public_site


This link is for IOS  App

https://exness.onelink.me/lTqx?af_xp=custom&pid=public_site"
-1001878765214,2025-02-13 05:50:01+00:00,AA JAO GUYS 🧨💸💸
-1001878765214,2025-02-13 05:49:57+00:00,"Guys i am live now

https://www.youtube.com/live/gzBqvaIHwiI?si=YyNEyQBkGBDJZhw9


Exness 🟨 
Get Less Spread Upto 0.16 = https://one.exnesstrack.net/a/0t1gol1gpe


Join now 🤩🤩🤩👆👆👆"
-1001878765214,2025-02-13 03:22:02+00:00,GOOD MORNING GUYS 🧨💸💸
-1001878765214,2025-02-12 14:51:50+00:00,"GUYS. JINKO BHI TRADE ME ENTRY KARTE TIME DIKKAT AATI HAIN 

CHECK THIS REEL

https://youtube.com/shorts/he0iqbEV7l0?si=VKeWvuljWdjWiGZ0"
-1001878765214,2025-02-12 14:36:28+00:00,"LO BHAI BTC UDA 

71 PIPS🤑🤑

NOW BOOK 50 %

TARGET 96,500"
-1001878765214,2025-02-12 12:59:42+00:00,AA JAO GUYS 🧨💸💸
-1001878765214,2025-02-12 12:59:37+00:00,"Guys i am live now

https://www.youtube.com/live/SQ1BUOzMsGE?si=ASS866fVIAd-piTi


Exness 🟨 
Get Less Spread Upto 0.16 = https://one.exnesstrack.net/a/0t1gol1gpe


Join now 🤩🤩🤩👆👆👆"
-1001878765214,2025-02-12 02:33:20+00:00,Aaj  Shyam ko live karenge NYC. STREAM 💵
-1001878765214,2025-02-12 02:32:55+00:00,GOOD MORNING GUYS 🧨💸💸
-1001878765214,2025-02-11 05:58:19+00:00,"GOLD 

Confirmation - Look for a bullish engulfing candle or high volume buy bar at 2919.600.🧨💸💸"
-1001878765214,2025-02-11 04:58:17+00:00,GOOD MORNING GUYS 🧨💸💸
-1001878765214,2025-02-10 06:57:48+00:00,"WITH SMALL LOT

AND SAME LEVEL LIMIT PRICE"
-1001878765214,2025-02-10 06:56:27+00:00,FIRSE RISK LIA GUYS
-1001878765214,2025-02-10 06:51:17+00:00,"65 PIPS IN 2 MIN🌚

GOLD KA MAJAK SEHEN HOTA BHAI💀"
-1001878765214,2025-02-10 06:48:36+00:00,1 HR BREAK OF STRUCTURE DONE
-1001878765214,2025-02-10 06:47:48+00:00,☠  OUT WITH 20 PIPS
-1001878765214,2025-02-10 06:37:07+00:00,HOLD KARO ABHI GUYS
-1001878765214,2025-02-10 06:24:45+00:00,GOLD NEAR TO LEVEL
-1001878765214,2025-02-10 05:54:11+00:00,"GUYS LIVE NAHI KARENGE AAJ 

BUT SHARING THE SETUP FOR

**GOLD**

Confirmation -  Look for a bearish engulfing candle  (high volume rejection wick) at resistance.🧨💸💸"
-1001878765214,2025-02-10 04:14:11+00:00,"GOOD MORNING GUYS ❤️‍🔥❤️‍🔥

I HOPE THIS WEEK  ALSO BECOME PROFITABLE  🧨💸💸"
-1001878765214,2025-02-07 09:11:55+00:00,"44 PIPS 🤑🤑

MAKE IT RISK FREE GUYS 😴😴"
-1001878765214,2025-02-07 06:47:08+00:00,"48 PIPS DONE 🤑🤑

CHECK NEXT SETUP AND CHILL😴😴"
-1001878765214,2025-02-07 05:41:54+00:00,AA JAO GUYS 🧨💸💸
-1001878765214,2025-02-07 05:41:45+00:00,"Guys i am live now


https://www.youtube.com/live/C6I2C0wPz5E?si=J2QCHzrmV0IZbHzV

Exness 🟨 
Get Less Spread Upto 0.16 = https://one.exnesstrack.net/a/0t1gol1gpe


Join now 🤩🤩🤩👆👆👆"
-1001878765214,2025-02-07 04:31:34+00:00,GOOD MORNING GUYS 🧨💸💸
-1001878765214,2025-02-06 18:07:39+00:00,"TODAY'S VIP GROUP RESULT   🧿🧿
  
 WHY ARE YOU WAITING  😱

 JOIN  VIP GROUP NOW🔥🔥

Open ACCOUNT IN 💛EXNESS   💰


Exness Account Opening Link 👇👇

https://one.exnesstrack.net/a/0t1gol1gpe


Send me on Screenshot on WhatsApp 🚀👇👇

https://api-wa.co/YvWSLt

And GET VIP GROUP ACCESS 🔥🔥

ITS FREE TO JOIN GUYS😈"
-1001878765214,2025-02-06 15:32:24+00:00,"GUYS VIP GROUP MEMBERS PRINTING MONEY. IN US OIL TRADE   🧿🧿
  
 WHY ARE YOU WAITING  😱

 JOIN  VIP GROUP NOW🔥🔥

Open ACCOUNT IN 💛EXNESS   💰


Exness Account Opening Link 👇👇

https://one.exnesstrack.net/a/0t1gol1gpe


Send me on Screenshot on WhatsApp 🚀👇👇

https://api-wa.co/YvWSLt

And GET VIP GROUP ACCESS 🔥🔥

ITS FREE TO JOIN GUYS😈"
-1001878765214,2025-02-06 15:10:01+00:00,"330 PIPS 🤑🤑


Don't know how many of you holding or re-entered 

Enjoy 🤝"
-1001878765214,2025-02-06 12:43:32+00:00,"GUYS EVENING LIVE NAHI HOGA 

BUT MUZHE NAHI LAGTA KI JARURAT HAIN 😃

200 PIPS DONE FOR THE DAY SEE YOU TOMMOROW GUYS 😴😴"
-1001878765214,2025-02-06 08:25:49+00:00,
-1001878765214,2025-02-06 08:25:30+00:00,200 PIPS 🤑🤑
-1001878765214,2025-02-06 07:49:03+00:00,"140 PIPS 🤑🤑


Keep HOLDING

HOLDING KARNE NE DIKKAT AA RAHI HAIN TO 50% BOOK KARLO 🎃"
-1001878765214,2025-02-06 06:58:40+00:00,"110 pips 🤑🤑

Maja aaya ni guys 💸💸"
-1001878765214,2025-02-06 06:46:32+00:00,32 PIPS 🤑🤑
-1001878765214,2025-02-06 06:14:14+00:00,"12 PIPS🤑🤑

CHALO RISK FREE KARO 

BOOK 40 % AND REMAINING HOLD😴"
-1001878765214,2025-02-06 06:11:51+00:00,"RE- TEST COMPLETE

WAIT FOR RED CANDLE. 🤑"
-1001878765214,2025-02-06 06:05:38+00:00,GUYS GOLD.🧨💸💸
-1001878765214,2025-02-06 05:28:38+00:00,AA JAO GUYS 🧨💸💸
-1001878765214,2025-02-06 05:28:31+00:00,"Guys i am live now

https://www.youtube.com/live/vI2H-xCXLyU?si=rtwzPiMImvxLHDQE


Exness 🟨 
Get Less Spread Upto 0.16 = https://one.exnesstrack.net/a/0t1gol1gpe


Join now 🤩🤩🤩👆👆👆"
